slno,station,agency,state_lgd_code,state,district_lgd_code,district,tehsil,block,village,river,basin,tributary,subtributary,subsubtributary,local_river,latitude,longitude,data_acquisition_time,biochemical_oxygen_demand_mg_l,chemical_oxygen_demand_mg_l,fecal_coliform_mpn_100ml,total_coliform_mpn_100ml,source_file,dissolved_oxygen,bod,ph,temperature,conductivity,nitrate,fecal_coliform,total_coliform,fecal_streptococci,turbidity,cod,total_dissolved_solids,station_name,river_name,sampling_date,month,year,season,available_compliance_label,strict_compliance_label,core_parameter_count,available_compliance_parameters,missing_required_parameters,label_confidence,violation_reasons,violation_count,risk_score,risk_category,risk_confidence
820,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,21-03-2023 08:00,2.6,,470.0,16000.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.6,,,,,470.0,16000.0,,,2.6,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
821,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,01-04-2023 08:00,2.8,,110.0,5400.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.8,,,,,110.0,5400.0,,,2.8,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
822,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,11-04-2023 08:00,2.8,,1700.0,16000.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.8,,,,,1700.0,16000.0,,,2.8,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
823,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,04-05-2023 08:00,1.8,,330.0,16000.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.8,,,,,330.0,16000.0,,,1.8,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
824,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,11-05-2023 08:00,1.4,,390.0,9200.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.4,,,,,390.0,9200.0,,,1.4,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
825,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,22-05-2023 08:00,3.0,,140.0,2800.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,3.0,,,,,140.0,2800.0,,,3.0,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
826,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,01-06-2023 08:00,3.0,,3500.0,5400.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,3.0,,,,,3500.0,5400.0,,,3.0,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
827,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,17-06-2023 08:00,1.6,,68.0,9200.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.6,,,,,68.0,9200.0,,,1.6,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
828,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,21-06-2023 08:00,1.8,,78.0,330.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.8,,,,,78.0,330.0,,,1.8,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
829,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,01-07-2023 08:00,2.8,,240.0,16000.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.8,,,,,240.0,16000.0,,,2.8,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
830,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,11-07-2023 08:00,2.6,,390.0,3500.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.6,,,,,390.0,3500.0,,,2.6,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
831,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,21-07-2023 08:00,2.2,,330.0,3500.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.2,,,,,330.0,3500.0,,,2.2,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
832,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,02-08-2023 08:00,1.0,,3500.0,16000.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.0,,,,,3500.0,16000.0,,,1.0,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
833,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,06-09-2023 08:00,3.0,,110.0,260.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,3.0,,,,,110.0,260.0,,,3.0,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
834,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,11-09-2023 08:00,3.0,,170.0,470.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,3.0,,,,,170.0,470.0,,,3.0,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
835,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,21-09-2023 08:00,2.0,,330.0,1100.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.0,,,,,330.0,1100.0,,,2.0,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
836,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,13-10-2023 08:00,2.2,,270.0,2800.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.2,,,,,270.0,2800.0,,,2.2,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
837,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,28-11-2023 08:00,2.2,,170.0,400.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.2,,,,,170.0,400.0,,,2.2,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
838,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,01-12-2023 08:00,2.6,,170.0,390.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.6,,,,,170.0,390.0,,,2.6,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
839,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,11-12-2023 08:00,1.8,,170.0,340.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.8,,,,,170.0,340.0,,,1.8,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
840,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,21-12-2023 08:00,2.2,,140.0,400.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.2,,,,,140.0,400.0,,,2.2,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
841,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,02-01-2024 08:00,1.0,,260.0,1400.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.0,,,,,260.0,1400.0,,,1.0,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
842,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,18-10-2024 08:00,3.1,,170.0,330.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,3.1,,,,,170.0,330.0,,,3.1,,,,,,,,Non-Compliant,Insufficient_Data,1,BOD,"DO, pH",Low,BOD (3.1 > 3),1,0.21,Low Risk,Low
843,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,21-10-2024 08:00,3.1,,170.0,400.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,3.1,,,,,170.0,400.0,,,3.1,,,,,,,,Non-Compliant,Insufficient_Data,1,BOD,"DO, pH",Low,BOD (3.1 > 3),1,0.21,Low Risk,Low
844,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,04-11-2024 08:00,4.2,,170.0,390.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,4.2,,,,,170.0,390.0,,,4.2,,,,,,,,Non-Compliant,Insufficient_Data,1,BOD,"DO, pH",Low,BOD (4.2 > 3),1,2.55,Low Risk,Low
845,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,11-11-2024 08:00,1.24,,170.0,330.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.24,,,,,170.0,330.0,,,1.24,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
846,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,21-11-2024 08:00,1.8,,170.0,400.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.8,,,,,170.0,400.0,,,1.8,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
847,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,03-12-2024 08:00,1.8,,220.0,940.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.8,,,,,220.0,940.0,,,1.8,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
848,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,11-12-2024 08:00,2.2,,260.0,1400.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.2,,,,,260.0,1400.0,,,2.2,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
849,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,20-12-2024 08:00,1.2,,170.0,1700.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.2,,,,,170.0,1700.0,,,1.2,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
850,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,01-01-2025 08:00,3.8,,170.0,400.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,3.8,,,,,170.0,400.0,,,3.8,,,,,,,,Non-Compliant,Insufficient_Data,1,BOD,"DO, pH",Low,BOD (3.8 > 3),1,1.7,Low Risk,Low
851,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,10-01-2025 08:00,4.0,,220.0,940.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,4.0,,,,,220.0,940.0,,,4.0,,,,,,,,Non-Compliant,Insufficient_Data,1,BOD,"DO, pH",Low,BOD (4.0 > 3),1,2.13,Low Risk,Low
852,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,21-01-2025 08:00,2.6,,260.0,1400.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.6,,,,,260.0,1400.0,,,2.6,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
853,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,01-02-2025 08:00,2.1,,220.0,940.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.1,,,,,220.0,940.0,,,2.1,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
854,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,12-02-2025 08:00,2.3,,170.0,1700.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.3,,,,,170.0,1700.0,,,2.3,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
855,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,21-02-2025 08:00,1.9,,260.0,1400.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.9,,,,,260.0,1400.0,,,1.9,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
856,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,01-03-2025 08:00,1.9,,260.0,940.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.9,,,,,260.0,940.0,,,1.9,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
857,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,11-03-2025 08:00,1.9,,170.0,1700.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.9,,,,,170.0,1700.0,,,1.9,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
858,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,02-01-2021 08:00,2.16,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.16,,,,,,,,,2.16,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
859,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,02-08-2021 08:00,1.62,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.62,,,,,,,,,1.62,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
860,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,11-08-2021 08:00,0.81,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.81,,,,,,,,,0.81,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
861,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,21-08-2021 08:00,0.61,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.61,,,,,,,,,0.61,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
862,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,01-09-2021 08:00,2.81,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.81,,,,,,,,,2.81,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
863,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,11-09-2021 08:00,0.8,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.8,,,,,,,,,0.8,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
864,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,21-09-2021 08:00,1.2,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.2,,,,,,,,,1.2,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
865,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,01-10-2021 08:00,1.4,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.4,,,,,,,,,1.4,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
866,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,11-10-2021 08:00,2.21,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.21,,,,,,,,,2.21,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
867,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,21-10-2021 08:00,0.8,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.8,,,,,,,,,0.8,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
868,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,01-11-2021 08:00,1.39,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.39,,,,,,,,,1.39,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
869,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,12-11-2021 08:00,1.79,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.79,,,,,,,,,1.79,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
870,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,22-11-2021 08:00,1.19,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.19,,,,,,,,,1.19,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
871,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,01-12-2021 08:00,1.57,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.57,,,,,,,,,1.57,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
872,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,11-12-2021 08:00,1.18,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.18,,,,,,,,,1.18,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
873,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,21-12-2021 08:00,1.38,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.38,,,,,,,,,1.38,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
874,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,01-01-2022 08:00,0.99,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.99,,,,,,,,,0.99,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
875,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,11-01-2022 08:00,0.99,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.99,,,,,,,,,0.99,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
